3/16/16,1185
3/17/16,1211
3/18/16,1123
3/19/16,943
3/20/16,1304
3/21/16,2233
3/22/16,859
3/23/16,944
3/24/16,1982
3/25/16,927
3/26/16,712
3/27/16,716
3/28/16,1298
3/29/16,1589
3/30/16,1745
3/31/16,988
4/1/16,830
4/2/16,743
4/3/16,846
4/4/16,1000
4/5/16,1067
4/6/16,967
4/7/16,2284
4/8/16,862
4/9/16,759
4/10/16,1073
4/11/16,891
4/12/16,1150
4/13/16,907
4/14/16,978
4/15/16,1139
4/16/16,701
4/17/16,781
4/18/16,1014
4/19/16,962
4/20/16,984
4/21/16,883
4/22/16,924
4/23/16,607
4/24/16,543
4/25/16,923
4/26/16,894
4/27/16,735
4/28/16,935
4/29/16,916
4/30/16,951
5/1/16,773
5/2/16,1114
5/3/16,2628
5/4/16,1261
5/5/16,1181
5/6/16,1085
5/7/16,703
5/8/16,856
5/9/16,1110
5/10/16,970
5/11/16,1078
5/12/16,905
5/13/16,946
5/14/16,764
5/15/16,1009
5/16/16,1588
5/17/16,1346
5/18/16,1636
5/19/16,1929
5/20/16,1638
5/21/16,977
5/22/16,1162
5/23/16,1236
5/24/16,1407
5/25/16,1470
5/26/16,1380
5/27/16,1171
5/28/16,1714
5/29/16,1409
5/30/16,3305
5/31/16,1465
6/1/16,2023
6/2/16,1294
6/3/16,1188
6/4/16,844
6/5/16,1091
6/6/16,1072
6/7/16,1500
6/8/16,1673
6/9/16,1573
6/10/16,1324
6/11/16,1086
6/12/16,1200
6/13/16,1766
6/14/16,2136
6/15/16,1780
6/16/16,2106
6/17/16,6219
6/18/16,4386
6/19/16,3235
6/20/16,2649
6/21/16,2523
6/22/16,2402
6/23/16,1877
6/24/16,1896
6/25/16,1315
6/26/16,1175
6/27/16,1425
6/28/16,1512
6/29/16,1945
6/30/16,1303
7/1/16,1241
7/2/16,1326
7/3/16,1061
7/4/16,933
7/5/16,1128
7/6/16,1020
7/7/16,1186
7/8/16,1122
7/9/16,817
7/10/16,961
7/11/16,1236
7/12/16,1087
7/13/16,934
7/14/16,1023
7/15/16,1280
7/16/16,1102
7/17/16,1330
7/18/16,1377
7/19/16,1904
7/20/16,3555
7/21/16,2207
7/22/16,2045
7/23/16,1362
7/24/16,2808
7/25/16,2338
7/26/16,2943
7/27/16,2343
7/28/16,1948
7/29/16,2028
7/30/16,1618
7/31/16,1574
8/1/16,1862
8/2/16,3703
8/3/16,1734
8/4/16,1466
8/5/16,1850
8/6/16,1036
8/7/16,970
8/8/16,1441
8/9/16,1517
8/10/16,1293
8/11/16,1467
8/12/16,1586
8/13/16,1400
8/14/16,1219
8/15/16,1396
8/16/16,1516
8/17/16,1285
8/18/16,1372
8/19/16,1246
8/20/16,978
8/21/16,938
8/22/16,968
8/23/16,1294
8/24/16,1296
8/25/16,1485
8/26/16,1590
8/27/16,1103
8/28/16,1288
8/29/16,4367
8/30/16,1240
8/31/16,1228
9/1/16,1287
9/2/16,1191
9/3/16,943
9/4/16,884
9/5/16,1012
9/6/16,1872
9/7/16,1645
9/8/16,1492
9/9/16,1618
9/10/16,1882
9/11/16,1272
9/12/16,1291
9/13/16,1453
9/14/16,2093
9/15/16,1963
9/16/16,1498
9/17/16,1691
9/18/16,1310
9/19/16,1818
9/20/16,2688
9/21/16,2490
9/22/16,2824
9/23/16,3588
9/24/16,2011
9/25/16,1739
9/26/16,2414
9/27/16,2841
9/28/16,2583
9/29/16,2935
9/30/16,1915
10/1/16,1485
10/2/16,1556
10/3/16,1836
10/4/16,1996
10/5/16,1738
10/6/16,1940
10/7/16,1830
10/8/16,1573
10/9/16,1403
10/10/16,1398
10/11/16,1669
10/12/16,1481
10/13/16,1713
10/14/16,1833
10/15/16,1615
10/16/16,1224
10/17/16,1483
10/18/16,2008
10/19/16,1892
10/20/16,1537
10/21/16,1251
10/22/16,1205
10/23/16,1050
10/24/16,1345
10/25/16,1437
10/26/16,1657
10/27/16,1561
10/28/16,1652
10/29/16,1608
10/30/16,1420
10/31/16,1636
11/1/16,1685
11/2/16,1686
11/3/16,1929
11/4/16,1621
11/5/16,1455
11/6/16,3091
11/7/16,1377
11/8/16,1496
11/9/16,1656
11/10/16,1548
11/11/16,2105
11/12/16,1525
11/13/16,1948
11/14/16,2687
11/15/16,3038
11/16/16,2341
11/17/16,2645
11/18/16,2802
11/19/16,2282
11/20/16,1957
11/21/16,4974
11/22/16,3026
11/23/16,2440
11/24/16,3073
11/25/16,2533
11/26/16,2231
11/27/16,6856
11/28/16,4254
11/29/16,3263
11/30/16,3429
12/1/16,3644
12/2/16,3164
12/3/16,2247
12/4/16,1852
12/5/16,2076
12/6/16,3178
12/7/16,3804
12/8/16,2433
12/9/16,2236
12/10/16,2034
12/11/16,2187
12/12/16,1959
12/13/16,2874
12/14/16,2608
12/15/16,2306
12/16/16,1920
12/17/16,1919
12/18/16,1898
12/19/16,2955
12/20/16,2904
12/21/16,2514
12/22/16,2557
12/23/16,2213
12/24/16,2168
12/25/16,2092
12/26/16,2460
12/27/16,2280
12/28/16,2142
12/29/16,2424
12/30/16,2272
12/31/16,2161
1/1/17,1791
1/2/17,1751
1/3/17,2639
1/4/17,3452
1/5/17,2896
1/6/17,2283
1/7/17,1653
1/8/17,1734
1/9/17,1968
1/10/17,1847
1/11/17,1661
1/12/17,1611
1/13/17,1739
1/14/17,1446
1/15/17,1820
1/16/17,1817
1/17/17,1821
1/18/17,2604
1/19/17,1887
1/20/17,1648
1/21/17,1416
1/22/17,1596
1/23/17,1924
1/24/17,1831
1/25/17,1851
1/26/17,1771
1/27/17,1834
1/28/17,1470
1/29/17,1466
1/30/17,1479
1/31/17,1472
2/1/17,1673
2/2/17,3207
2/3/17,2049
2/4/17,1494
2/5/17,1482
2/6/17,1659
2/7/17,1910
2/8/17,1987
2/9/17,1837
2/10/17,2241
2/11/17,1893
2/12/17,1637
2/13/17,1735
2/14/17,2320
2/15/17,3673
2/16/17,18078
2/17/17,4287
2/18/17,3759
2/19/17,2984
2/20/17,3469
2/21/17,3470
2/22/17,2934
2/23/17,2862
2/24/17,3159
2/25/17,2565
2/26/17,2853
2/27/17,3660
2/28/17,4700
3/1/17,3865
3/2/17,3593
3/3/17,2841
3/4/17,4207
3/5/17,2265
3/6/17,3238
3/7/17,2307
3/8/17,2416
3/9/17,2981
3/10/17,4173
3/11/17,3670
3/12/17,4090
3/13/17,5321
3/14/17,4659
3/15/17,4888
3/16/17,5545
3/17/17,4902
3/18/17,5211
3/19/17,3449
3/20/17,5631
3/21/17,5091
3/22/17,2852
3/23/17,3089
3/24/17,3773
3/25/17,3030
3/26/17,2745
3/27/17,3655
3/28/17,6384
3/29/17,5187
3/30/17,5085
3/31/17,3084
4/1/17,3314
4/2/17,3232
4/3/17,3608
4/4/17,4682
4/5/17,4248
4/6/17,4721
4/7/17,4161
4/8/17,4486
4/9/17,4161
4/10/17,4599
4/11/17,4450
4/12/17,5287
4/13/17,5045
4/14/17,4085
4/15/17,3791
4/16/17,3516
4/17/17,5209
4/18/17,4328
4/19/17,3578
4/20/17,4579
4/21/17,5261
4/22/17,3425
4/23/17,4878
4/24/17,5366
4/25/17,5161
4/26/17,5897
4/27/17,7181
4/28/17,6870
4/29/17,4984
4/30/17,5280
5/1/17,6340
5/2/17,6970
5/3/17,6506
5/4/17,6535
5/5/17,6735
5/6/17,4174
5/7/17,5567
5/8/17,5368
5/9/17,5336
5/10/17,5235
5/11/17,4587
5/12/17,5607
5/13/17,5044
5/14/17,3910
5/15/17,3769
5/16/17,4129
5/17/17,4000
5/18/17,4757
5/19/17,4492
5/20/17,5206
5/21/17,6573
5/22/17,8620
5/23/17,7248
5/24/17,6984
5/25/17,10863
5/26/17,8902
5/27/17,8319
5/28/17,7542
5/29/17,7110
5/30/17,7591
5/31/17,8564
6/1/17,14322
6/2/17,11204
6/3/17,6962
6/4/17,14085
6/5/17,9714
6/6/17,9192
6/7/17,9017
6/8/17,9147
6/9/17,10141
6/10/17,10560
6/11/17,10853
6/12/17,14709
6/13/17,20977
6/14/17,13279
6/15/17,13598
6/16/17,14424
6/17/17,13221
6/18/17,12296
6/19/17,12833
6/20/17,14042
6/21/17,13789
6/22/17,12631
6/23/17,14903
7/12/17,16775
7/13/17,15409
7/14/17,15372
7/15/17,14878
7/16/17,11940
7/17/17,17557
7/18/17,17924
7/19/17,19618
7/20/17,16516
7/21/17,15196
7/22/17,15260
7/23/17,15441
7/24/17,16151
7/25/17,16428
7/26/17,17958
7/27/17,15510
7/28/17,16163
7/29/17,17486
7/30/17,13824
7/31/17,20653
8/1/17,18520
8/2/17,16533
8/3/17,15957
8/4/17,15293
8/5/17,14741
8/6/17,14575
8/7/17,16000
8/8/17,17226
8/9/17,15975
8/10/17,14397
8/11/17,14491
8/12/17,16170
8/13/17,17483
8/14/17,20849
8/15/17,19526
8/16/17,20372
8/17/17,23809
8/18/17,19178
8/19/17,17123
8/20/17,20442
8/21/17,19256
8/22/17,25436
8/23/17,19335
8/24/17,18117
8/25/17,22563
8/26/17,19902
8/27/17,19658
8/28/17,19258
8/29/17,20341
8/30/17,19004
8/31/17,18299
9/1/17,16469
9/2/17,14470
9/3/17,16968
9/4/17,22034
9/5/17,22933
9/6/17,20095
9/7/17,17425
9/8/17,17831
9/9/17,15866
9/10/17,18503
9/11/17,18312
9/12/17,17549
9/13/17,19233
9/14/17,25674
9/15/17,22983
9/16/17,19503
9/17/17,19258
9/18/17,21316
9/19/17,21384
9/20/17,19832
9/21/17,22931
9/22/17,21675
9/23/17,18618
9/24/17,21095
9/25/17,23143
9/26/17,22899
9/27/17,23949
9/28/17,23235
9/29/17,32569
9/30/17,21553
10/1/17,24371
10/2/17,28804
10/3/17,26739
10/4/17,35959
10/5/17,25156
10/6/17,29486
10/7/17,40978
10/8/17,31087
10/9/17,25922
10/10/17,27867
10/11/17,23109
10/12/17,23367
10/13/17,26792
10/14/17,26862
10/15/17,51682
10/16/17,29405
10/17/17,34301
10/18/17,23900
10/19/17,27325
10/20/17,26704
10/21/17,23877
10/22/17,20998
10/23/17,26917
10/24/17,22407
10/25/17,22034
10/26/17,20603
10/27/17,22838
10/28/17,19606
10/29/17,20377
10/30/17,21067
10/31/17,22211
11/1/17,21056
11/2/17,22040
11/3/17,20749
11/4/17,23653
11/5/17,15005
11/6/17,16980
11/7/17,24220
11/8/17,21261
11/9/17,19111
11/10/17,23367
11/11/17,18178
11/12/17,16072
11/13/17,16532
11/14/17,18786
11/15/17,21696
11/16/17,22397
11/17/17,21023
11/18/17,20267
11/19/17,18336
11/20/17,20334
11/21/17,18427
11/22/17,21660
11/23/17,21303
11/24/17,23168
11/25/17,23803
11/26/17,19878
11/27/17,22763
11/28/17,20690
11/29/17,22704
11/30/17,17621
12/1/17,20472
12/2/17,17078
12/3/17,17539
12/4/17,20182
12/5/17,26773
12/6/17,20795
12/7/17,17795
12/8/17,15642
12/9/17,15991
12/10/17,16779
12/11/17,18670
12/12/17,19909
12/13/17,21133
12/14/17,17654
12/15/17,17991
12/16/17,12351
12/17/17,12168
12/18/17,15597
12/19/17,15015
12/20/17,13441
12/21/17,15059
12/22/17,16329
12/23/17,15641
12/24/17,13232
12/25/17,15591
12/26/17,17175
12/27/17,15709
12/28/17,16859
12/29/17,17809
12/30/17,17340
12/31/17,16417
1/1/18,15766
1/2/18,20026
1/3/18,18783
1/4/18,21032
1/5/18,19525
1/6/18,19427
1/7/18,20428
1/8/18,8041
1/9/18,24192
1/10/18,25715
1/11/18,22029
1/12/18,20352
1/13/18,19098
1/14/18,20603
1/15/18,24552
1/16/18,24678
1/17/18,23671
1/18/18,20980
1/19/18,14776
1/20/18,20334
1/21/18,25700
1/22/18,31778
1/23/18,23289
1/24/18,24026
1/25/18,19995
1/26/18,18376
1/27/18,16311
1/28/18,19854
1/29/18,27029
1/30/18,25156
1/31/18,24375
2/1/18,27648
2/2/18,27240
2/3/18,23291
2/4/18,20690
2/5/18,19944
2/6/18,25671
2/7/18,27259
2/8/18,36694
2/9/18,30593
2/10/18,28917
2/11/18,32759
2/12/18,33918
2/13/18,22321
2/14/18,22594
2/15/18,23780
2/16/18,28104
2/17/18,25693
2/18/18,20198
2/19/18,20588
2/20/18,20527
2/21/18,19990
2/22/18,18182
2/23/18,19705
2/24/18,16638
2/25/18,17403
2/26/18,18244
2/27/18,19739
2/28/18,21019
3/1/18,18033
3/2/18,19374
4/7/18,25319
4/8/18,21190
4/9/18,25309
4/10/18,25856
4/11/18,25379
4/12/18,24696
4/13/18,22292
4/14/18,17926
4/15/18,17958
4/16/18,22923
4/17/18,22251
4/18/18,20823
4/19/18,21853
4/20/18,22322
4/21/18,26416
4/22/18,24244
4/23/18,32778
4/24/18,39034
4/25/18,32277
4/26/18,28012
4/27/18,23927
4/28/18,20707
4/29/18,22899
4/30/18,21235
5/1/18,22345
5/2/18,22845
5/3/18,21888
5/4/18,21845
5/5/18,26531
5/6/18,21560
5/7/18,20120
5/8/18,18752
5/9/18,17990
5/10/18,18843
5/11/18,19660
5/12/18,17229
5/13/18,17133
5/14/18,19389
5/15/18,21123
5/16/18,19781
5/17/18,20770
5/18/18,20202
5/19/18,17247
5/20/18,18448
5/21/18,19802
5/22/18,18017
5/23/18,19611
5/24/18,17732
5/25/18,18032
5/26/18,15775
5/27/18,17270
5/28/18,17979
5/29/18,19227
5/30/18,19800
5/31/18,18928
6/1/18,18471
6/2/18,16847
6/3/18,16966
6/4/18,18883
6/5/18,20020
6/6/18,19892
6/7/18,19638
6/8/18,20170
6/9/18,17827
6/10/18,16908
6/11/18,19136
6/12/18,21896
6/13/18,20671
6/14/18,21647
6/15/18,24881
6/16/18,19807
6/17/18,17825
6/18/18,21717
6/19/18,21319
6/20/18,19476
6/21/18,17273
6/22/18,17600
6/23/18,14447
6/24/18,13835
6/25/18,16615
6/26/18,17436
6/27/18,17438
6/28/18,16486
6/29/18,15426
6/30/18,13673
7/1/18,12296
7/2/18,13269
7/3/18,15575
7/4/18,16054
7/5/18,14007
7/6/18,15834
7/7/18,14029
7/8/18,12901
7/9/18,14276
7/10/18,16919
7/11/18,15593
7/12/18,13922
7/13/18,12627
7/14/18,10603
7/15/18,13146
7/16/18,12769
7/17/18,14974
7/18/18,13865
7/19/18,13918
7/20/18,14646
7/21/18,12959
7/22/18,11419
7/23/18,12976
7/24/18,14679
7/25/18,14514
7/26/18,14076
7/27/18,11581
7/28/18,9653
7/29/18,9679
7/30/18,12101
7/31/18,13385
8/1/18,12869
8/2/18,11583
8/3/18,12600
8/4/18,10888
8/5/18,10429
8/6/18,11947
8/7/18,12577
8/8/18,11572
8/9/18,11100
8/10/18,10534
8/11/18,9562
8/12/18,8468
8/13/18,10911
8/14/18,11625
8/15/18,11032
8/16/18,10612
8/17/18,10852
8/18/18,9317
8/19/18,8761
8/20/18,10237
8/21/18,10286
8/22/18,9174
8/23/18,9521
8/24/18,10679
8/25/18,10429
8/26/18,9649
8/27/18,11115
8/28/18,12131
8/29/18,13346
8/30/18,14935
8/31/18,15383
9/1/18,10518
9/2/18,11483
9/3/18,13320
9/4/18,13959
9/5/18,13310
9/6/18,12656
9/7/18,11959
9/8/18,11787
9/9/18,13013
9/10/18,14458
9/11/18,13455
9/12/18,12563
9/13/18,13371
9/14/18,12846
9/15/18,10321
9/16/18,10279
9/17/18,11921
9/18/18,13557
9/19/18,12245
9/20/18,11252
9/21/18,11849
9/22/18,10075
9/23/18,9221
9/24/18,11121
9/25/18,10803
9/26/18,12399
9/27/18,12058
9/28/18,10250
9/29/18,10778
9/30/18,9840
10/1/18,11229
10/2/18,12271
10/3/18,12321
10/4/18,12111
10/5/18,14693
10/6/18,10697
10/7/18,8532
10/8/18,10710
10/9/18,10318
10/10/18,10689
10/11/18,11221
10/12/18,10146
10/13/18,8838
10/14/18,8516
10/15/18,14303
10/16/18,14178
10/17/18,10744
10/18/18,12042
10/19/18,9661
10/20/18,8751
10/21/18,7883
10/22/18,9928
10/23/18,11280
10/24/18,12042
10/25/18,10803
10/26/18,9886
10/27/18,8654
10/28/18,8425
10/29/18,10624
10/30/18,8707
10/31/18,8468
11/1/18,7678
11/2/18,7999
11/3/18,6256
11/4/18,7597
11/5/18,7488
11/6/18,7415
11/7/18,7949
11/8/18,8729
11/9/18,8879
11/10/18,8780
11/11/18,7069
11/12/18,10383
11/13/18,7892
11/14/18,9446
11/15/18,7922
11/16/18,6018
11/17/18,5891
11/18/18,4941
11/19/18,6800
11/20/18,6639
11/21/18,6214
11/22/18,5709
11/23/18,5971
11/24/18,5387
11/25/18,5090
11/26/18,6607
11/27/18,6232
11/28/18,6651
11/29/18,6296
11/30/18,5172
12/1/18,5182
12/2/18,4054
12/3/18,5647
12/4/18,5846
12/5/18,6799
12/7/18,7960
12/8/18,6119
12/9/18,5542
12/10/18,5193
12/11/18,5051
12/12/18,5114
12/13/18,5936
12/14/18,5193
12/15/18,4054
12/16/18,4175
12/17/18,5563
12/18/18,5622
12/19/18,6555
12/20/18,7404
12/21/18,6817
12/22/18,5356
12/23/18,5561
12/24/18,5624
12/25/18,5484
12/26/18,5472
12/27/18,6689
12/28/18,5983
12/29/18,6636
12/30/18,5866
12/31/18,4953
1/1/19,4259
1/2/19,5770
1/3/19,5651
1/4/19,5716
1/5/19,5306
1/6/19,4943
1/7/19,6101
1/8/19,6291
1/9/19,5529
1/10/19,6232
1/11/19,5170
1/12/19,4277
1/13/19,4805
1/14/19,6104
1/15/19,6858
1/16/19,6989
1/17/19,5989
1/18/19,5142
1/19/19,5088
1/20/19,4623
1/21/19,4532
1/22/19,4875
1/23/19,5182
1/24/19,5977
1/25/19,5519
1/26/19,5476
1/27/19,4601
1/28/19,7092
1/29/19,6104
1/30/19,6534
1/31/19,6358
2/1/19,4182
2/2/19,4623
2/3/19,5250
2/4/19,5596
2/5/19,4877
2/6/19,4763
2/7/19,4724
2/8/19,4644
2/9/19,4551
2/10/19,3650
2/11/19,4699
2/12/19,4456
2/13/19,4972
2/14/19,4997
2/15/19,4579
2/16/19,4190
2/17/19,4412
2/18/19,6086
2/19/19,5261
2/20/19,4891
2/21/19,4536
2/22/19,4460
2/23/19,4337
2/24/19,4832
2/25/19,4930
2/26/19,5000
2/27/19,4974
2/28/19,5382
3/1/19,5025
3/2/19,4409
3/3/19,4186
3/4/19,4843
3/5/19,5141
3/6/19,4923
3/7/19,4484
3/8/19,4431
3/9/19,3751
3/10/19,3626
3/11/19,4751
3/12/19,5027
3/13/19,4509
3/14/19,4392
3/15/19,3875
3/16/19,3520
3/17/19,3346
3/18/19,4349
3/19/19,3994
3/20/19,4495
3/21/19,3953
3/22/19,3844
3/23/19,3887
3/24/19,4063
3/25/19,4249
3/26/19,4494
3/27/19,5019
3/28/19,5239
3/29/19,4597
3/30/19,4592
3/31/19,4025
4/1/19,4524
4/2/19,5067
4/3/19,5145
4/4/19,4443
4/5/19,4036
4/6/19,4592
4/7/19,5369
4/8/19,5941
4/9/19,4382
4/10/19,4450
4/11/19,4765
4/12/19,4508
4/13/19,4030
4/14/19,4302
4/15/19,4433
4/16/19,4830
4/17/19,5906
4/18/19,5855
4/19/19,5033
4/20/19,4939
4/21/19,5636
4/22/19,5821
4/23/19,6310
